HGNC ID	Approved Symbol	Approved Name	Status	Synonyms	Entrez Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)
HGNC:8899	PGK1P2	phosphoglycerate kinase 1, pseudogene 2	Approved		5233	
HGNC:8898	PGK2	phosphoglycerate kinase 2	Approved	PGKPS, PGK-2	5232	P07205
HGNC:8900	PGL1~withdrawn	symbol withdrawn, see SDHD	Symbol Withdrawn			
HGNC:8901	PGL2~withdrawn	symbol withdrawn, see SDHAF2	Symbol Withdrawn			
HGNC:8902	PGL3~withdrawn	symbol withdrawn, see SDHC	Symbol Withdrawn			
HGNC:8903	PGLS	6-phosphogluconolactonase	Approved	6PGL	25796	O95336
HGNC:8904	PGLYRP1	peptidoglycan recognition protein 1	Approved	TAG7, PGRP, PGRP-S, PGRPS	8993	O75594
HGNC:30013	PGLYRP2	peptidoglycan recognition protein 2	Approved	PGRP-L, PGLYRPL, TAGL-like, tagL, tagL-alpha, tagl-beta, PGRPL	114770	Q96PD5
HGNC:30014	PGLYRP3	peptidoglycan recognition protein 3	Approved	PGRPIA, PGLYRPIalpha, PGRP-Ialpha	114771	Q96LB9
HGNC:30015	PGLYRP4	peptidoglycan recognition protein 4	Approved	SBBI67, PGRPIB, PGLYRPIbeta, PGRP-Ibeta	57115	Q96LB8
HGNC:8905	PGM1	phosphoglucomutase 1	Approved		5236	P36871
HGNC:8906	PGM2	phosphoglucomutase 2	Approved	FLJ10983	55276	Q96G03
HGNC:20898	PGM2L1	phosphoglucomutase 2 like 1	Approved	FLJ32029, BM32A	283209	Q6PCE3
HGNC:8907	PGM3	phosphoglucomutase 3	Approved	AGM1, DKFZP434B187, PAGM	5238	O95394
HGNC:8908	PGM5	phosphoglucomutase 5	Approved	PGMRP	5239	Q15124
HGNC:44181	PGM5-AS1	PGM5 antisense RNA 1	Approved	FAM233A	572558	
HGNC:28452	PGM5P1	phosphoglucomutase 5 pseudogene 1	Approved			
HGNC:18965	PGM5P2	phosphoglucomutase 5 pseudogene 2	Approved		595135	
HGNC:49604	PGM5P3	phosphoglucomutase 5 pseudogene 3	Approved		101929157	
HGNC:51194	PGM5P3-AS1	PGM5P3 antisense RNA 1	Approved	FAM233B	101929127	
HGNC:49605	PGM5P4	phosphoglucomutase 5 pseudogene 4	Approved		729468	
HGNC:51195	PGM5P4-AS1	PGM5P4 antisense RNA 1	Approved	FAM233C	103344932	
HGNC:8909	PGP	phosphoglycolate phosphatase	Approved		283871	A6NDG6
HGNC:13568	PGPEP1	pyroglutamyl-peptidase I	Approved	PGP-I, Pcp, PGP, PGPI	54858	Q9NXJ5
HGNC:27080	PGPEP1L	pyroglutamyl-peptidase I-like	Approved		145814	A6NFU8
HGNC:8910	PGR	progesterone receptor	Approved	PR, NR3C3	5241	P06401
HGNC:16090	PGRMC1	progesterone receptor membrane component 1	Approved	HPR6.6	10857	O00264
HGNC:16089	PGRMC2	progesterone receptor membrane component 2	Approved	PMBP, DG6	10424	O15173
HGNC:30029	PGS1	phosphatidylglycerophosphate synthase 1	Approved	DKFZP762M186	9489	Q32NB8
HGNC:20990	PHACTR1	phosphatase and actin regulator 1	Approved	KIAA1733, dJ257A7.2	221692	Q9C0D0
HGNC:20956	PHACTR2	phosphatase and actin regulator 2	Approved	KIAA0680	9749	O75167
HGNC:40943	PHACTR2-AS1	PHACTR2 antisense RNA 1	Approved		285740	
HGNC:49488	PHACTR2P1	phosphatase and actin regulator 2 pseudogene 1	Approved		100533676	
HGNC:15833	PHACTR3	phosphatase and actin regulator 3	Approved	PPP1R123	116154	Q96KR7
HGNC:25793	PHACTR4	phosphatase and actin regulator 4	Approved	FLJ13171, PPP1R124	65979	Q8IZ21
HGNC:10241	PHAX	phosphorylated adaptor for RNA export	Approved	FLJ13193	51808	Q9H814
HGNC:8912	PHB	prohibitin	Approved	PHB1	5245	P35232
HGNC:30306	PHB2	prohibitin 2	Approved	REA, BCAP37, Bap37, p22	11331	Q99623
HGNC:45249	PHB2P1	prohibitin 2 pseudogene 1	Approved		645318	
HGNC:8913	PHBP1	prohibitin pseudogene 1	Approved		5246	
HGNC:8914	PHBP2	prohibitin pseudogene 2	Approved		100418837	
HGNC:8915	PHBP3	prohibitin pseudogene 3	Approved		391044	
HGNC:8916	PHBP4	prohibitin pseudogene 4	Approved		100418774	
HGNC:39284	PHBP5	prohibitin pseudogene 5	Approved		106478939	
HGNC:39285	PHBP6	prohibitin pseudogene 6	Approved		106478940	
HGNC:39286	PHBP7	prohibitin pseudogene 7	Approved		548599	
HGNC:39287	PHBP8	prohibitin pseudogene 8	Approved		100418804	
HGNC:39288	PHBP9	prohibitin pseudogene 9	Approved		100289414	
HGNC:39289	PHBP10	prohibitin pseudogene 10	Approved		100418815	
HGNC:39290	PHBP11	prohibitin pseudogene 11	Approved		644214	
HGNC:39291	PHBP12	prohibitin pseudogene 12	Approved		100418820	
HGNC:39292	PHBP13	prohibitin pseudogene 13	Approved		100418843	
HGNC:39293	PHBP14	prohibitin pseudogene 14	Approved		100873751	
HGNC:39294	PHBP15	prohibitin pseudogene 15	Approved		100873752	
HGNC:51549	PHBP16	prohibitin pseudogene 16	Approved		100128102	
HGNC:51550	PHBP17	prohibitin pseudogene 17	Approved		106480420	
HGNC:51551	PHBP18	prohibitin pseudogene 18	Approved		390311	
HGNC:51552	PHBP19	prohibitin pseudogene 19	Approved		494150	
HGNC:51553	PHBP20	prohibitin pseudogene 20	Approved		100130579	
HGNC:51554	PHBP21	prohibitin pseudogene 21	Approved		390730	
HGNC:3182	PHC1	polyhomeotic homolog 1	Approved	HPH1, RAE28	1911	P78364
HGNC:34502	PHC1P1	polyhomeotic homolog 1 pseudogene 1	Approved		653441	
HGNC:3183	PHC2	polyhomeotic homolog 2	Approved	HPH2	1912	Q8IXK0
HGNC:15682	PHC3	polyhomeotic homolog 3	Approved	EDR3, FLJ12967, FLJ12729, HPH3	80012	Q8NDX5
HGNC:8917	PHC~withdrawn	symbol withdrawn, see SLC25A3	Symbol Withdrawn			
HGNC:8918	PHEX	phosphate regulating endopeptidase homolog, X-linked	Approved	PEX, HPDR1, HYP1, XLH	5251	P78562
HGNC:40445	PHEX-AS1	PHEX antisense RNA 1	Approved		100873942	
HGNC:8919	PHF1	PHD finger protein 1	Approved	MTF2L2, TDRD19C, PCL1	5252	O43189
HGNC:8920	PHF2	PHD finger protein 2	Approved	KIAA0662, JHDM1E, CENP-35	5253	O75151
HGNC:30241	PHF2P1	PHD finger protein 2 pseudogene 1	Approved	DKFZp686A1627	266695	
HGNC:38808	PHF2P2	PHD finger protein 2 pseudogene 2	Approved		100873793	
HGNC:8921	PHF3	PHD finger protein 3	Approved		23469	Q92576
HGNC:8922	PHF4~withdrawn	symbol withdrawn, see PHF21B	Symbol Withdrawn			
HGNC:18000	PHF5A	PHD finger protein 5A	Approved	MGC1346, SF3b14b, INI, bK223H9.2, Rds3, SAP14b, SF3B7	84844	Q7RTV0
HGNC:32385	PHF5CP	PHD finger protein 5C pseudogene	Approved		450232	
HGNC:23268	PHF5DP	PHD finger protein 5D pseudogene	Approved		450238	
HGNC:23267	PHF5EP	PHD finger protein 5E pseudogene	Approved		450239	
HGNC:23266	PHF5FP	PHD finger protein 5F pseudogene	Approved		450246	
HGNC:23269	PHF5GP	PHD finger protein 5G pseudogene	Approved		450234	
HGNC:23264	PHF5HP	PHD finger protein 5H pseudogene	Approved		450250	
HGNC:18145	PHF6	PHD finger protein 6	Approved	KIAA1823, MGC14797, CENP-31	84295	Q8IWS0
HGNC:18458	PHF7	PHD finger protein 7	Approved	NYD-SP6, HSPC226	51533	Q9BWX1
HGNC:20672	PHF8	PHD finger protein 8	Approved	ZNF422, KIAA1111, JHDM1F	23133	Q9UPP1
HGNC:18250	PHF10	PHD finger protein 10	Approved	FLJ10975, XAP135, BAF45a	55274	Q8WUB8
HGNC:23210	PHF10P1	PHD finger protein 10 pseudogene 1	Approved	XAP135P	158905	
HGNC:17024	PHF11	PHD finger protein 11	Approved	NY-REN-34, BCAP, IGER	51131	Q9UIL8
HGNC:20816	PHF12	PHD finger protein 12	Approved	PF1, KIAA1523	57649	Q96QT6
HGNC:22983	PHF13	PHD finger protein 13	Approved	MGC43399	148479	Q86YI8
HGNC:22203	PHF14	PHD finger protein 14	Approved	KIAA0783	9678	O94880
HGNC:24566	PHF19	PHD finger protein 19	Approved	DKFZP727G051, PCL3, MTF2L1, TDRD19B	26147	Q5T6S3
HGNC:16098	PHF20	PHD finger protein 20	Approved	dJ1121G12.1, TDRD20A	51230	Q9BVI0
HGNC:24280	PHF20L1	PHD finger protein 20-like 1	Approved	CGI-72, FLJ13649, MGC64923, FLJ21615, TDRD20B	51105	A8MW92
HGNC:24156	PHF21A	PHD finger protein 21A	Approved	BHC80, KIAA1696, BM-006	51317	Q96BD5
HGNC:25161	PHF21B	PHD finger protein 21B	Approved	BHC80L, FLJ34161	112885	Q96EK2
HGNC:28428	PHF23	PHD finger protein 23	Approved	MGC2941, FLJ16355	79142	Q9BUL5
HGNC:29180	PHF24	PHD finger protein 24	Approved		23349	Q9UPV7
HGNC:8923	PHGDH	phosphoglycerate dehydrogenase	Approved	SERA, PGDH, PDG	26227	O43175
HGNC:37226	PHGR1	proline, histidine and glycine rich 1	Approved		644844	C9JFL3
HGNC:15673	PHIP	pleckstrin homology domain interacting protein	Approved	ndrp, FLJ20705, DCAF14, BRWD2	55023	Q8WWQ0
HGNC:8925	PHKA1	phosphorylase kinase regulatory subunit alpha 1	Approved		5255	P46020
HGNC:40446	PHKA1-AS1	PHKA1 antisense RNA 1	Approved		101928259	
HGNC:33919	PHKA1P1	phosphorylase kinase regulatory subunit alpha 1 pseudogene	Approved		646780	
HGNC:8926	PHKA2	phosphorylase kinase regulatory subunit alpha 2	Approved		5256	P46019
HGNC:44110	PHKA2-AS1	PHKA2 antisense RNA 1	Approved		100132163	
HGNC:8927	PHKB	phosphorylase kinase regulatory subunit beta	Approved		5257	Q93100
HGNC:8928	PHKBP1	phosphorylase kinase regulatory subunit beta pseudogene 1	Approved		5258	
HGNC:8929	PHKBP2	phosphorylase kinase regulatory subunit beta pseudogene 2	Approved		5259	
HGNC:8930	PHKG1	phosphorylase kinase catalytic subunit gamma 1	Approved		5260	Q16816
HGNC:33916	PHKG1P1	phosphorylase kinase catalytic subunit gamma 1 pseudogene 1	Approved		643941	
HGNC:33917	PHKG1P2	phosphorylase kinase catalytic subunit gamma 1 pseudogene 2	Approved		644032	
HGNC:8932	PHKG1P3	phosphorylase kinase catalytic subunit gamma 1 pseudogene 3	Approved	PHKg1ps2	5262	
HGNC:33918	PHKG1P4	phosphorylase kinase catalytic subunit gamma 1 pseudogene 4	Approved		100151641	
HGNC:8931	PHKG2	phosphorylase kinase catalytic subunit gamma 2	Approved		5261	P15735
HGNC:8924	PHK~withdrawn	symbol withdrawn, see PHKA2	Symbol Withdrawn			
HGNC:8933	PHLDA1	pleckstrin homology like domain family A member 1	Approved	TDAG51, DT1P1B11, PHRIP	22822	Q8WV24
HGNC:12385	PHLDA2	pleckstrin homology like domain family A member 2	Approved	IPL, BWR1C, HLDA2	7262	Q53GA4
HGNC:8934	PHLDA3	pleckstrin homology like domain family A member 3	Approved	TIH1	23612	Q9Y5J5
HGNC:23697	PHLDB1	pleckstrin homology like domain family B member 1	Approved	FLJ00141, LL5a, KIAA0638	23187	Q86UU1
HGNC:29573	PHLDB2	pleckstrin homology like domain family B member 2	Approved	LL5beta, FLJ21791, LL5b	90102	Q86SQ0
HGNC:30499	PHLDB3	pleckstrin homology like domain family B member 3	Approved	FLJ40193	653583	Q6NSJ2
HGNC:8935	PHLL1~withdrawn	symbol withdrawn, see CRY1	Symbol Withdrawn			
HGNC:20610	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	Approved	KIAA0606, SCOP, PPM3A	23239	O60346
HGNC:29149	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	Approved	KIAA0931, PPM3B	23035	Q6ZVD8
HGNC:16815	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase	Approved		162466	Q8TCT1
HGNC:28316	PHOSPHO2	phosphatase, orphan 2	Approved	MGC22679	493911	Q8TCD6
HGNC:691	PHOX2A	paired like homeobox 2a	Approved	PMX2A, CFEOM2	401	O14813
HGNC:9143	PHOX2B	paired like homeobox 2b	Approved	Phox2b, NBPhox	8929	Q99453
HGNC:30033	PHPT1	phosphohistidine phosphatase 1	Approved	PHP14, HSPC141, CGI-202, DKFZp564M173, bA216L13.10	29085	Q9NRX4
HGNC:8936	PHP~withdrawn	symbol withdrawn, see SOX3	Symbol Withdrawn			
HGNC:24351	PHRF1	PHD and ring finger domains 1	Approved	KIAA1542, PPP1R125	57661	Q9P1Y6
HGNC:8937	PHS~withdrawn	symbol withdrawn, see GLI3	Symbol Withdrawn			
HGNC:8939	PHTF1	putative homeodomain transcription factor 1	Approved		10745	Q9UMS5
HGNC:13411	PHTF2	putative homeodomain transcription factor 2	Approved	DKFZp434D166	57157	Q8N3S3
HGNC:8938	PHTF~withdrawn	symbol withdrawn, see PHTF1	Symbol Withdrawn			
HGNC:8940	PHYH	phytanoyl-CoA 2-hydroxylase	Approved	PAHX, RD, PHYH1	5264	O14832
HGNC:23396	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	Approved	MGC16638	254295	Q5SRE7
HGNC:16865	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	Approved	KIAA0273, PAHX-AP	9796	Q92561
HGNC:29378	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	Approved	KIAA1796, Em:AC025038.1	84457	Q96FC7
HGNC:28249	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Approved	MGC15875	85007	Q8IUZ5
HGNC:8947	PI3	peptidase inhibitor 3	Approved	ESI, SKALP, ELAFIN, WAP3, WFDC14, cementoin	5266	P19957
HGNC:30031	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	Approved	PI4KII, DKFZP761G1923, PIK42A	55361	Q9BTU6
HGNC:18215	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	Approved	PI4KIIB, FLJ11105, PIK42B	55300	Q8TCG2
HGNC:8983	PI4KA	phosphatidylinositol 4-kinase alpha	Approved	PI4K-ALPHA, pi4K230	5297	P42356
HGNC:33576	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1	Approved		728233	Q8N8J0
HGNC:33577	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2	Approved		375133	A4QPH2
HGNC:8984	PI4KB	phosphatidylinositol 4-kinase beta	Approved	PI4K-BETA, pi4K92	5298	Q9UBF8
HGNC:13793	PI4~withdrawn	symbol withdrawn, see SERPINA4	Symbol Withdrawn			
HGNC:13899	PI5~withdrawn	symbol withdrawn, see SERPINB5	Symbol Withdrawn			
HGNC:13901	PI6~withdrawn	symbol withdrawn, see SERPINB6	Symbol Withdrawn			
HGNC:14226	PI7~withdrawn	symbol withdrawn, see SERPINE2	Symbol Withdrawn			
HGNC:14206	PI8L1~withdrawn	symbol withdrawn, see SERPINB8P1	Symbol Withdrawn			
HGNC:8954	PI8L2~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:13903	PI8~withdrawn	symbol withdrawn, see SERPINB8	Symbol Withdrawn			
HGNC:13904	PI9~withdrawn	symbol withdrawn, see SERPINB9	Symbol Withdrawn			
HGNC:13905	PI10~withdrawn	symbol withdrawn, see SERPINB10	Symbol Withdrawn			
HGNC:14232	PI12~withdrawn	symbol withdrawn, see SERPINI1	Symbol Withdrawn			
HGNC:14218	PI13~withdrawn	symbol withdrawn, see SERPINB13	Symbol Withdrawn			
HGNC:14233	PI14~withdrawn	symbol withdrawn, see SERPINI2	Symbol Withdrawn			
HGNC:8946	PI15	peptidase inhibitor 15	Approved	P25TI	51050	O43692
HGNC:21245	PI16	peptidase inhibitor 16	Approved	MGC45378, dJ90K10.5, MSMBBP, CD364	221476	Q6UXB8
HGNC:25338	PIANP	PILR alpha associated neural protein	Approved	DKFZp547D2210, PANP	196500	Q8IYJ0
HGNC:2752	PIAS1	protein inhibitor of activated STAT 1	Approved	GBP, GU/RH-II, ZMIZ3	8554	O75925
HGNC:17311	PIAS2	protein inhibitor of activated STAT 2	Approved	PIASX-BETA, miz, PIASX-ALPHA, ZMIZ4	9063	O75928
HGNC:16861	PIAS3	protein inhibitor of activated STAT 3	Approved	FLJ14651, ZMIZ5	10401	Q9Y6X2
HGNC:17002	PIAS4	protein inhibitor of activated STAT 4	Approved	Piasg, PIASY, FLJ12419, ZMIZ6	51588	Q8N2W9
HGNC:23352	PIBF1	progesterone immunomodulatory binding factor 1	Approved	CEP90	10464	Q8WXW3
HGNC:15514	PICALM	phosphatidylinositol binding clathrin assembly protein	Approved	CALM, CLTH	8301	Q13492
HGNC:9394	PICK1	protein interacting with PRKCA 1	Approved	dJ1039K5, MGC15204	9463	Q9NRD5
HGNC:19725	PICSAR	P38 inhibited cutaneous squamous cell carcinoma associated lincRNA	Approved	PRED74, NLC1-C	378825	
HGNC:26084	PID1	phosphotyrosine interaction domain containing 1	Approved	NYGGF4, FLJ20701	55022	Q7Z2X4
HGNC:16491	PIDD1	p53-induced death domain protein 1	Approved	MGC16925, DKFZp434D229	55367	Q9HB75
HGNC:28993	PIEZO1	piezo type mechanosensitive ion channel component 1	Approved	KIAA0233	9780	Q92508
HGNC:16214	PIEZO1P1	piezo type mechanosensitive ion channel component 1 pseudogene 1	Approved	bA164D18.1	128615	
HGNC:42861	PIEZO1P2	piezo type mechanosensitive ion channel component 1 pseudogene 2	Approved		100874493	
HGNC:26270	PIEZO2	piezo type mechanosensitive ion channel component 2	Approved	FLJ23403, FLJ23144, HsT748, HsT771, FLJ34907	63895	Q9H5I5
HGNC:26220	PIF1	PIF1 5'-to-3' DNA helicase	Approved	FLJ22692	80119	Q9H611
HGNC:27009	PIFO	primary cilia formation	Approved	FLJ23853, pitchfork	128344	Q8TCI5
HGNC:8957	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Approved	GPI3	5277	P37287
HGNC:8958	PIGAP1	phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1	Approved		5278	
HGNC:8959	PIGB	phosphatidylinositol glycan anchor biosynthesis class B	Approved		9488	Q92521
HGNC:50696	PIGBOS1	PIGB opposite strand 1	Approved		101928527	A0A0B4J2F0
HGNC:8960	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	Approved		5279	Q92535
HGNC:8961	PIGCP1	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1	Approved		5280	
HGNC:45149	PIGCP2	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 2	Approved		100128307	
HGNC:8962	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	Approved		5281	Q07326
HGNC:8963	PIGFP1	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 1	Approved		5282	
HGNC:45150	PIGFP2	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 2	Approved		100422349	
HGNC:45151	PIGFP3	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 3	Approved		100129049	
HGNC:25985	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Approved	FLJ20265, GPI7, LAS21	54872	Q5H8A4
HGNC:8964	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	Approved	GPI-H	5283	Q14442
HGNC:45152	PIGHP1	phosphatidylinositol glycan anchor biosynthesis class H pseudogene 1	Approved		644761	
HGNC:8965	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	Approved	hGPI8, GPI8	10026	Q92643
HGNC:8966	PIGL	phosphatidylinositol glycan anchor biosynthesis class L	Approved		9487	Q9Y2B2
HGNC:18858	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	Approved	GPI-MT-I	93183	Q9H3S5
HGNC:8967	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	Approved	MDC4, PIG-N	23556	O95427
HGNC:23215	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	Approved	DKFZp434M222, FLJ00135	84720	Q8TEQ8
HGNC:3046	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	Approved	DCRC, DSRC	51227	P57054
HGNC:45153	PIGPP1	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 1	Approved			
HGNC:45154	PIGPP2	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 2	Approved		106479056	
HGNC:45155	PIGPP3	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 3	Approved		100128033	
HGNC:45156	PIGPP4	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 4	Approved		106480811	
HGNC:14135	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	Approved	hGPI1, GPI1	9091	Q9BRB3
HGNC:45157	PIGQP1	phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1	Approved		106480812	
HGNC:8968	PIGR	polymeric immunoglobulin receptor	Approved		5284	P01833
HGNC:14937	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	Approved		94005	Q96S52
HGNC:14938	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Approved		51604	Q969N2
HGNC:15791	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	Approved	bA346K17.2, GAB1	128869	Q9H490
HGNC:45158	PIGUP1	phosphatidylinositol glycan anchor biosynthesis class U pseudogene 1	Approved		100422342	
HGNC:26031	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	Approved	FLJ20477	55650	Q9NUD9
HGNC:23213	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	Approved	Gwt1, FLJ37433	284098	Q7Z7B1
HGNC:26046	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	Approved	FLJ20522	54965	Q8TBF5
HGNC:28213	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y	Approved	MGC14156	84992	Q3MUY2
HGNC:30596	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	Approved	FLJ12768, MGC52163, SMP3	80235	Q86VD9
HGNC:26075	PIH1D1	PIH1 domain containing 1	Approved	FLJ20643	55011	Q9NWS0
HGNC:25210	PIH1D2	PIH1 domain containing 2	Approved		120379	Q8WWB5
HGNC:28570	PIH1D3	PIH1 domain containing 3	Approved	MGC35261, NYSAR97	139212	Q9NQM4
HGNC:8969	PIH~withdrawn	symbol withdrawn, see PEE1	Symbol Withdrawn			
HGNC:30034	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	Approved	BCAP, FLJ35564	118788	Q6ZUJ8
HGNC:8970	PIK3C1~withdrawn	symbol withdrawn, see PIK3CB	Symbol Withdrawn			
HGNC:8971	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	Approved	PI3K-C2alpha	5286	O00443
HGNC:8972	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	Approved	C2-PI3K, PI3K-C2beta	5287	O00750
HGNC:8973	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	Approved		5288	O75747
HGNC:8974	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	Approved	Vps34	5289	Q8NEB9
HGNC:8975	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	Approved	PI3K	5290	P42336
HGNC:8976	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Approved		5291	P42338
HGNC:8977	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Approved	p110D	5293	O00329
HGNC:32346	PIK3CD-AS1	PIK3CD antisense RNA 1	Approved		644997	Q5SR53
HGNC:51334	PIK3CD-AS2	PIK3CD antisense RNA 2	Approved		101929074	
HGNC:8978	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	Approved		5294	P48736
HGNC:24942	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	Approved	HGFL, MGC17330	113791	Q96FE7
HGNC:41072	PIK3IP1-AS1	PIK3IP1 antisense RNA 1 (head to head)	Approved		101929760	
HGNC:8979	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	Approved	GRB1, p85-ALPHA, p85	5295	P27986
HGNC:31392	PIK3R1OS~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:8980	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	Approved	P85B, p85	5296	O00459
HGNC:8981	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Approved	p55	8503	Q92569
HGNC:8982	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	Approved	VPS15, p150	30849	Q99570
HGNC:30035	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Approved	P101-PI3K, p101	23533	Q8WYR1
HGNC:27101	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	Approved	FLJ34500, HsT41028, p87PIKAP	146850	Q5UE93
HGNC:23785	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	Approved	MGC40423, KIAA0981, PIKfyve, PIP5K, p235, ZFYVE29, FAB1	200576	Q9Y2I7
HGNC:20396	PILRA	paired immunoglobin like type 2 receptor alpha	Approved	FDF03	29992	Q9UKJ1
HGNC:18297	PILRB	paired immunoglobin-like type 2 receptor beta	Approved	FDFACT1, FDFACT2	29990	Q9UKJ0
HGNC:13791	PIL~withdrawn	symbol withdrawn, see SERPINA2	Symbol Withdrawn			
HGNC:8986	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	Approved		5292	P11309
HGNC:8987	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	Approved		11040	Q9P1W9
HGNC:19310	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	Approved		415116	Q86V86
HGNC:8988	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Approved	dod	5300	Q13526
HGNC:8990	PIN1L2~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:8989	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	Approved		5301	O15428
HGNC:8991	PIN3~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:8992	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	Approved	PAR14, PAR17, EPVH	5303	Q9Y237
HGNC:44193	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1	Approved		728758	
HGNC:14581	PINK1	PTEN induced putative kinase 1	Approved		65018	Q9BXM7
HGNC:38872	PINK1-AS	PINK1 antisense RNA	Approved	FLJ00387, PINK1AS, naPINK1	100861548	
HGNC:44206	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	Approved		390940	A6NC86
